Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin %,Order Year,Order Month,Order Quarter,Order Weekday,Factory,Factory Latitude,Factory Longitude,Customer Latitude,Customer Longitude,Distance to Lot's O' Nuts (KM),Distance to Wicked Choccy's (KM),Distance to Sugar Shack (KM),Distance to Secret Factory (KM),Distance to The Other Factory (KM),Nearest Factory,Nearest Factory Distance KM,Reallocation Needed,Current Distance KM,Distance Saved KM,Distance Improvement %,Recommended Factory
8338,US-2024-128363-CHO-NUT-13000,2025-08-13,2030-02-08,Standard Class,128363,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,8,3,Wednesday,Lot's O' Nuts,32.881893,-111.768036,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,2011.18,1998.7,99.37946876957808,The Other Factory
8327,US-2024-128363-CHO-SCR-58000,2025-08-13,2030-02-08,Standard Class,128363,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2025,8,3,Wednesday,Lot's O' Nuts,32.881893,-111.768036,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,2011.18,1998.7,99.37946876957808,The Other Factory
9630,US-2024-128118-CHO-NUT-13000,2025-11-24,2030-05-24,Standard Class,128118,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.34670487106017,2025,11,4,Monday,Lot's O' Nuts,32.881893,-111.768036,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,2011.18,1998.7,99.37946876957808,The Other Factory
8326,US-2024-128363-CHO-FUD-51000,2025-08-13,2030-02-08,Standard Class,128363,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,8,3,Wednesday,Lot's O' Nuts,32.881893,-111.768036,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,2011.18,1998.7,99.37946876957808,The Other Factory
674,US-2021-104283-CHO-FUD-51000,2024-06-27,2026-12-22,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2024,6,2,Thursday,Lot's O' Nuts,32.881893,-111.768036,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,2017.85,2002.03,99.21599722476894,The Other Factory
7116,US-2024-161046-CHO-NUT-13000,2025-03-05,2029-08-26,Same Day,161046,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,3,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,2017.85,2002.03,99.21599722476894,The Other Factory
7111,US-2024-161046-CHO-NUT-13000,2025-03-05,2029-08-26,Same Day,161046,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2025,3,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,2017.85,2002.03,99.21599722476894,The Other Factory
676,US-2021-104283-CHO-NUT-13000,2024-06-27,2026-12-22,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2024,6,2,Thursday,Lot's O' Nuts,32.881893,-111.768036,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,2017.85,2002.03,99.21599722476894,The Other Factory
7108,US-2024-161046-CHO-FUD-51000,2025-03-05,2029-08-26,Same Day,161046,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,3,1,Wednesday,Lot's O' Nuts,32.881893,-111.768036,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,2017.85,2002.03,99.21599722476894,The Other Factory
2451,US-2022-134026-CHO-MIL-31000,2024-04-26,2027-10-23,Standard Class,134026,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2024,4,2,Friday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
4475,US-2023-120929-CHO-TRI-54000,2025-03-18,2028-09-10,Second Class,120929,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2025,3,1,Tuesday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
8017,US-2024-125745-CHO-TRI-54000,2025-06-30,2029-12-25,Standard Class,125745,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,6,2,Monday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
420,US-2021-107811-CHO-MIL-31000,2024-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2024,4,2,Monday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
1811,US-2021-155390-CHO-MIL-31000,2024-12-06,2027-06-03,Standard Class,155390,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,12,4,Friday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
416,US-2021-107811-CHO-MIL-31000,2024-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,4,2,Monday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
4054,US-2022-153038-CHO-MIL-31000,2024-12-18,2028-06-16,Standard Class,153038,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2024,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
4699,US-2023-164784-CHO-MIL-31000,2025-05-01,2028-10-24,First Class,164784,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,5,2,Thursday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
4700,US-2023-164784-CHO-TRI-54000,2025-05-01,2028-10-24,First Class,164784,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2025,5,2,Thursday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
3767,US-2022-168459-CHO-TRI-54000,2024-11-22,2028-05-19,Standard Class,168459,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2024,11,4,Friday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
2459,US-2022-134026-CHO-MIL-31000,2024-04-26,2027-10-23,Standard Class,134026,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2024,4,2,Friday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
4056,US-2022-153038-CHO-MIL-31000,2024-12-18,2028-06-16,Standard Class,153038,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2024,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,35.0425,-90.0732,2011.18,895.05,1538.99,713.37,12.48,The Other Factory,12.48,True,895.05,882.5699999999999,98.60566448801742,The Other Factory
2092,US-2022-151547-CHO-MIL-31000,2024-01-17,2027-07-16,Standard Class,151547,United States,Bartlett,Tennessee,38134,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2024,1,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,35.1845,-89.8574,2031.03,881.94,1529.89,699.01,12.74,The Other Factory,12.74,True,881.94,869.2,98.5554572873438,The Other Factory
9015,US-2024-137421-CHO-MIL-31000,2025-10-06,2030-04-03,Standard Class,137421,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,10,4,Monday,Wicked Choccy's,32.076176,-81.088371,33.3301,-111.8632,50.62,2872.51,2101.1,2079.31,2018.49,Lot's O' Nuts,50.62,True,2872.51,2821.8900000000003,98.23777811043304,Lot's O' Nuts
346,US-2021-163797-CHO-MIL-31000,2024-04-08,2026-10-04,Standard Class,163797,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2024,4,2,Monday,Wicked Choccy's,32.076176,-81.088371,33.3301,-111.8632,50.62,2872.51,2101.1,2079.31,2018.49,Lot's O' Nuts,50.62,True,2872.51,2821.8900000000003,98.23777811043304,Lot's O' Nuts
8411,US-2024-144750-CHO-MIL-31000,2025-08-21,2030-02-11,Same Day,144750,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2025,8,3,Thursday,Wicked Choccy's,32.076176,-81.088371,33.3301,-111.8632,50.62,2872.51,2101.1,2079.31,2018.49,Lot's O' Nuts,50.62,True,2872.51,2821.8900000000003,98.23777811043304,Lot's O' Nuts
10108,US-2024-128734-CHO-MIL-31000,2025-12-24,2030-06-23,Standard Class,128734,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,33.3301,-111.8632,50.62,2872.51,2101.1,2079.31,2018.49,Lot's O' Nuts,50.62,True,2872.51,2821.8900000000003,98.23777811043304,Lot's O' Nuts
10112,US-2024-128734-CHO-MIL-31000,2025-12-24,2030-06-23,Standard Class,128734,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2025,12,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,33.3301,-111.8632,50.62,2872.51,2101.1,2079.31,2018.49,Lot's O' Nuts,50.62,True,2872.51,2821.8900000000003,98.23777811043304,Lot's O' Nuts
7112,US-2024-161046-CHO-TRI-54000,2025-03-05,2029-08-26,Same Day,161046,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2025,3,1,Wednesday,Wicked Choccy's,32.076176,-81.088371,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,886.32,870.5,98.21509161476666,The Other Factory
675,US-2021-104283-CHO-MIL-31000,2024-06-27,2026-12-22,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2024,6,2,Thursday,Wicked Choccy's,32.076176,-81.088371,34.9771,-89.9992,2017.85,886.32,1547.94,721.04,15.82,The Other Factory,15.82,True,886.32,870.5,98.21509161476666,The Other Factory
7052,US-2024-135937-CHO-TRI-54000,2025-02-20,2029-08-19,Standard Class,135937,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,2,1,Thursday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
1804,US-2021-106376-CHO-MIL-31000,2024-12-05,2027-06-02,Standard Class,106376,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2024,12,4,Thursday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
7062,US-2024-135937-CHO-MIL-31000,2025-02-20,2029-08-19,Standard Class,135937,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,2,1,Thursday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
2695,US-2022-129896-CHO-TRI-54000,2024-06-15,2027-12-11,Standard Class,129896,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2024,6,2,Saturday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
2697,US-2022-129896-CHO-TRI-54000,2024-06-15,2027-12-11,Standard Class,129896,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2024,6,2,Saturday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
4102,US-2022-135538-CHO-MIL-31000,2024-12-24,2028-06-19,Standard Class,135538,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2024,12,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,33.3527,-111.7809,52.37,2864.65,2094.76,2071.49,2010.49,Lot's O' Nuts,52.37,True,2864.65,2812.28,98.17185345504686,Lot's O' Nuts
2381,US-2022-100216-CHO-TRI-54000,2024-04-13,2027-10-05,First Class,100216,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2024,4,2,Saturday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
7791,US-2024-140760-CHO-TRI-54000,2025-06-02,2029-11-26,Second Class,140760,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2025,6,2,Monday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
6244,US-2023-134348-CHO-TRI-54000,2025-11-12,2029-05-11,Standard Class,134348,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
9214,US-2024-134880-CHO-MIL-31000,2025-10-27,2030-04-24,Standard Class,134880,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2025,10,4,Monday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
9627,US-2024-169894-CHO-TRI-54000,2025-11-24,2030-05-22,Second Class,169894,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Monday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
6239,US-2023-134348-CHO-TRI-54000,2025-11-12,2029-05-11,Standard Class,134348,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
9636,US-2024-169894-CHO-TRI-54000,2025-11-24,2030-05-22,Second Class,169894,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,65.33333333333334,2025,11,4,Monday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
2845,US-2022-143364-CHO-MIL-31000,2024-07-14,2028-01-09,Second Class,143364,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2024,7,3,Sunday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
2846,US-2022-143364-CHO-MIL-31000,2024-07-14,2028-01-09,Second Class,143364,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2024,7,3,Sunday,Wicked Choccy's,32.076176,-81.088371,33.3992,-111.7896,57.56,2864.95,2090.92,2069.45,2010.24,Lot's O' Nuts,57.56,True,2864.95,2807.39,97.99088989336636,Lot's O' Nuts
